,carat,cut,color,clarity,depth,table,volume
414,1.29,Premium,H,VS2,61.2,60.0,0.36752136752136755
415,0.41,Ideal,G,SI1,62.9,56.0,0.1168091168091168
416,0.53,Ideal,G,SI1,61.0,55.0,0.15099715099715103
417,1.2,Good,G,VS1,63.4,56.0,0.3418803418803419
418,0.3,Ideal,J,SI1,62.3,57.0,0.08547008547008547
419,1.2,Premium,I,SI2,60.0,58.0,0.3418803418803419
420,1.54,Premium,G,VS1,61.9,59.0,0.43874643874643876
421,1.03,Fair,H,SI1,65.1,57.0,0.2934472934472935
422,1.12,Ideal,G,SI2,61.5,57.0,0.31908831908831914
423,0.32,Ideal,G,VVS1,62.4,55.0,0.09116809116809117
424,0.53,Ideal,H,SI1,62.4,59.0,0.15099715099715103
425,0.23,Very Good,D,VS1,61.8,57.0,0.06552706552706554
426,0.31,Premium,H,VVS2,61.9,58.0,0.08831908831908833
427,2.01,Very Good,I,SI1,63.5,55.0,0.5726495726495726
428,0.51,Ideal,E,VS2,61.7,54.0,0.1452991452991453
429,1.23,Very Good,H,VS1,61.3,53.0,0.35042735042735046
430,0.81,Ideal,G,IF,62.4,54.0,0.2307692307692308
431,2.03,Very Good,I,VS2,61.4,59.0,0.5783475783475783
432,0.7,Good,G,SI1,64.6,59.0,0.19943019943019943
433,0.71,Ideal,G,VVS2,62.5,57.0,0.2022792022792023
434,0.3,Ideal,H,VVS2,62.6,55.0,0.08547008547008547
435,0.71,Ideal,E,VS2,61.6,56.0,0.2022792022792023
436,0.73,Ideal,I,SI1,61.7,55.0,0.20797720797720798
437,0.41,Ideal,G,VVS1,61.0,55.0,0.1168091168091168
438,1.0,Very Good,F,VS1,60.4,59.0,0.2849002849002849
439,0.39,Very Good,E,SI2,63.0,61.0,0.11111111111111112
440,0.8,Good,F,VS1,59.0,60.9,0.22792022792022795
441,0.53,Premium,H,VS1,62.3,58.0,0.15099715099715103
442,0.41,Very Good,I,VVS2,62.9,58.0,0.1168091168091168
443,0.32,Premium,H,VS2,61.7,59.0,0.09116809116809117
444,0.41,Good,F,VS1,58.0,61.0,0.1168091168091168
445,0.41,Ideal,E,VS1,60.4,55.0,0.1168091168091168
446,0.71,Very Good,G,SI1,63.4,58.0,0.2022792022792023
447,1.0,Premium,G,VS2,60.6,60.0,0.2849002849002849
448,0.3,Ideal,E,VVS2,61.4,57.0,0.08547008547008547
449,0.7,Ideal,E,SI2,61.2,55.0,0.19943019943019943
450,0.3,Ideal,D,VS2,62.4,55.0,0.08547008547008547
451,0.41,Premium,D,VS1,59.3,58.0,0.1168091168091168
452,1.51,Premium,I,SI2,61.2,62.0,0.43019943019943024
453,1.35,Premium,F,SI2,62.8,60.0,0.38461538461538464
454,0.73,Very Good,G,VS1,62.4,58.1,0.20797720797720798
455,0.9,Very Good,I,IF,62.6,59.0,0.25641025641025644
456,0.4,Very Good,F,VVS2,62.0,56.0,0.11396011396011398
457,1.53,Ideal,E,SI1,62.3,54.2,0.43589743589743596
458,0.9,Very Good,F,SI1,63.1,58.0,0.25641025641025644
459,1.0,Very Good,F,SI1,63.3,58.0,0.2849002849002849
460,1.5,Good,G,VS2,61.4,58.8,0.4273504273504274
461,0.24,Very Good,F,VVS2,60.5,59.0,0.06837606837606838
462,0.31,Premium,F,VS2,62.7,59.0,0.08831908831908833
463,0.39,Ideal,J,VS2,61.8,55.9,0.11111111111111112
464,0.41,Very Good,E,VS2,59.7,58.0,0.1168091168091168
465,1.02,Very Good,H,SI2,61.1,61.0,0.2905982905982906
466,0.36,Ideal,D,SI1,62.1,56.0,0.10256410256410256
467,1.18,Premium,J,SI2,61.3,60.0,0.33618233618233617
468,1.01,Ideal,E,SI2,61.1,57.0,0.28774928774928776
469,0.59,Ideal,F,SI2,60.1,57.0,0.16809116809116809
470,0.72,Very Good,G,VS2,63.3,57.0,0.20512820512820512
471,0.7,Good,F,SI1,63.7,58.0,0.19943019943019943
472,0.73,Very Good,H,SI1,62.8,55.0,0.20797720797720798
473,0.97,Premium,F,VVS2,58.1,60.0,0.2763532763532764
474,0.55,Very Good,I,VS2,61.0,57.0,0.1566951566951567
475,0.41,Ideal,G,VVS1,62.4,55.0,0.1168091168091168
476,1.61,Ideal,F,VS2,62.1,57.0,0.45868945868945876
477,1.12,Very Good,G,SI1,62.5,58.0,0.31908831908831914
478,1.01,Premium,G,I1,61.1,61.0,0.28774928774928776
479,1.28,Ideal,F,VS1,61.7,55.0,0.3646723646723647
480,0.41,Ideal,G,SI1,61.6,55.0,0.1168091168091168
481,1.02,Premium,D,SI1,62.5,59.0,0.2905982905982906
482,1.51,Very Good,F,SI1,63.2,57.0,0.43019943019943024
483,1.8,Ideal,F,SI1,61.8,57.0,0.5128205128205129
484,0.44,Ideal,G,VVS1,61.3,56.0,0.12535612535612536
485,1.0,Very Good,D,SI2,60.8,63.0,0.2849002849002849
486,2.01,Fair,H,SI2,65.3,56.0,0.5726495726495726
487,0.71,Premium,D,VS2,62.1,60.0,0.2022792022792023
488,0.7,Ideal,E,SI2,61.0,55.0,0.19943019943019943
489,0.72,Good,H,SI2,64.1,58.0,0.20512820512820512
490,0.34,Premium,E,SI2,62.5,59.0,0.09686609686609687
491,0.42,Ideal,G,SI2,61.5,56.0,0.11965811965811966
492,1.23,Premium,I,SI2,62.5,60.0,0.35042735042735046
493,1.55,Ideal,I,SI1,62.3,54.8,0.4415954415954416
494,0.7,Ideal,I,VS2,62.0,54.1,0.19943019943019943
495,0.3,Premium,F,IF,61.6,58.0,0.08547008547008547
496,0.71,Good,E,SI2,62.2,56.0,0.2022792022792023
497,1.03,Premium,H,VS2,62.4,58.0,0.2934472934472935
498,0.5,Ideal,E,VS1,61.7,57.0,0.14245014245014245
499,0.94,Ideal,E,SI2,61.1,55.0,0.2678062678062678
500,1.2,Ideal,G,VVS2,61.2,56.0,0.3418803418803419
501,0.3,Good,G,VVS2,63.8,57.0,0.08547008547008547
502,1.23,Ideal,F,VS2,61.9,57.0,0.35042735042735046
503,0.51,Ideal,E,SI1,62.2,57.0,0.1452991452991453
504,0.23,Very Good,E,VVS1,60.0,59.0,0.06552706552706554
505,1.02,Ideal,I,SI1,62.0,56.0,0.2905982905982906
506,0.4,Very Good,G,SI2,61.9,61.0,0.11396011396011398
507,0.92,Premium,D,SI2,60.2,61.0,0.26210826210826216
508,0.57,Ideal,G,VS2,61.0,55.0,0.1623931623931624
509,0.32,Ideal,D,VVS1,61.8,56.0,0.09116809116809117
510,0.5,Ideal,E,SI1,61.2,56.0,0.14245014245014245
511,0.33,Ideal,G,VS2,61.6,55.0,0.09401709401709403
512,0.51,Premium,H,SI2,62.9,56.0,0.1452991452991453
513,0.92,Ideal,E,SI2,62.1,57.0,0.26210826210826216
514,1.0,Fair,H,SI2,66.1,59.0,0.2849002849002849
515,1.51,Very Good,G,VVS1,62.2,58.0,0.43019943019943024
516,1.08,Premium,E,SI2,60.2,58.0,0.3076923076923077
517,1.33,Premium,H,SI1,61.5,59.0,0.378917378917379
518,0.47,Premium,E,SI1,59.3,56.0,0.1339031339031339
519,0.54,Premium,D,VS2,60.6,58.0,0.15384615384615385
520,1.31,Very Good,I,SI2,60.9,58.0,0.37321937321937326
521,0.71,Fair,E,SI2,64.8,63.0,0.2022792022792023
522,0.3,Ideal,G,VVS1,61.3,56.0,0.08547008547008547
523,1.26,Ideal,I,VS2,62.6,55.0,0.358974358974359
524,1.33,Very Good,G,VS2,61.7,59.0,0.378917378917379
525,0.55,Ideal,E,VS2,61.4,56.0,0.1566951566951567
526,0.53,Very Good,I,VS1,61.6,56.7,0.15099715099715103
527,0.73,Premium,I,VS1,61.8,62.0,0.20797720797720798
528,1.02,Ideal,H,SI1,59.9,56.0,0.2905982905982906
529,1.07,Ideal,F,SI2,62.0,56.0,0.30484330484330485
530,0.7,Premium,G,VS2,60.8,58.0,0.19943019943019943
531,0.57,Fair,F,VVS2,65.2,56.2,0.1623931623931624
532,0.7,Very Good,G,VVS2,61.8,60.0,0.19943019943019943
533,1.42,Ideal,J,VS2,61.7,56.0,0.4045584045584046
534,0.78,Very Good,H,SI1,63.1,58.0,0.22222222222222224
535,2.02,Premium,I,SI1,61.4,58.0,0.5754985754985755
536,1.52,Ideal,D,VS2,61.6,57.0,0.4330484330484331
537,1.01,Good,F,SI1,58.8,64.0,0.28774928774928776
538,0.54,Ideal,G,VVS2,61.2,56.0,0.15384615384615385
539,0.66,Ideal,E,SI1,62.8,57.0,0.18803418803418806
540,1.01,Premium,D,VVS2,61.6,58.0,0.28774928774928776
541,1.2,Premium,F,VVS2,62.8,60.0,0.3418803418803419
542,0.4,Very Good,G,SI1,62.7,59.0,0.11396011396011398
543,2.01,Premium,E,SI2,58.7,54.0,0.5726495726495726
544,0.34,Good,G,SI1,63.9,58.0,0.09686609686609687
545,1.51,Premium,J,VS2,60.7,60.0,0.43019943019943024
546,1.51,Ideal,F,SI2,62.6,55.0,0.43019943019943024
547,0.6,Ideal,D,SI1,61.1,57.0,0.17094017094017094
548,0.42,Ideal,H,VS1,62.0,57.0,0.11965811965811966
549,1.31,Ideal,H,VS1,62.4,56.0,0.37321937321937326
550,0.3,Very Good,D,SI1,61.3,60.0,0.08547008547008547
551,0.4,Ideal,F,VS1,61.4,57.0,0.11396011396011398
552,1.04,Good,G,VS1,63.8,57.0,0.29629629629629634
553,0.57,Very Good,G,VS2,62.6,55.0,0.1623931623931624
554,0.7,Fair,F,VS1,65.8,59.0,0.19943019943019943
555,1.51,Premium,G,VVS1,62.2,58.0,0.43019943019943024
556,1.04,Premium,G,SI1,62.7,59.0,0.29629629629629634
557,1.18,Ideal,G,VVS1,61.1,57.0,0.33618233618233617
558,0.52,Ideal,H,VS2,61.6,55.0,0.14814814814814817
559,0.51,Ideal,D,VVS1,61.7,56.0,0.1452991452991453
560,0.32,Ideal,H,VVS2,62.9,57.0,0.09116809116809117
561,0.74,Ideal,E,SI2,62.2,56.0,0.21082621082621084
562,0.42,Very Good,D,SI2,62.9,55.0,0.11965811965811966
563,1.15,Premium,I,SI2,62.6,57.0,0.32763532763532766
564,1.24,Ideal,J,VS2,61.7,55.0,0.3532763532763533
565,0.75,Good,E,SI2,59.7,62.0,0.2136752136752137
566,0.75,Premium,G,SI1,59.4,62.0,0.2136752136752137
567,0.72,Very Good,J,VVS1,60.1,58.0,0.20512820512820512
568,1.28,Premium,H,SI2,62.4,56.0,0.3646723646723647
569,0.57,Ideal,F,VS2,62.3,55.0,0.1623931623931624
570,0.4,Good,F,IF,63.5,58.0,0.11396011396011398
571,0.9,Very Good,D,SI1,63.4,53.0,0.25641025641025644
572,1.52,Good,E,VS1,63.9,56.0,0.4330484330484331
573,2.37,Premium,H,SI2,62.3,57.0,0.6752136752136753
574,1.2,Premium,H,SI2,61.4,58.0,0.3418803418803419
575,0.4,Good,D,SI2,64.0,56.0,0.11396011396011398
576,1.08,Very Good,G,SI2,59.8,57.0,0.3076923076923077
577,0.41,Ideal,H,IF,61.1,54.0,0.1168091168091168
578,0.32,Very Good,G,VS2,59.9,57.0,0.09116809116809117
579,1.01,Very Good,J,SI2,62.7,55.0,0.28774928774928776
580,0.71,Good,E,SI2,58.7,61.0,0.2022792022792023
581,0.31,Ideal,G,IF,61.9,56.0,0.08831908831908833
582,0.33,Premium,G,IF,60.8,58.0,0.09401709401709403
583,0.3,Ideal,H,VS2,62.3,54.0,0.08547008547008547
584,1.54,Very Good,H,SI2,62.3,56.0,0.43874643874643876
585,0.52,Good,D,VS2,63.4,56.0,0.14814814814814817
586,0.4,Premium,J,IF,62.7,60.0,0.11396011396011398
587,0.41,Premium,F,VS2,60.3,60.0,0.1168091168091168
588,0.74,Ideal,D,SI2,62.2,57.0,0.21082621082621084
589,1.01,Very Good,J,SI2,62.2,58.0,0.28774928774928776
590,0.57,Ideal,D,SI1,61.0,57.0,0.1623931623931624
591,0.32,Ideal,D,SI2,59.5,57.0,0.09116809116809117
592,0.33,Premium,E,VS1,61.5,59.0,0.09401709401709403
593,0.34,Very Good,G,SI1,63.4,57.0,0.09686609686609687
594,1.51,Ideal,I,SI1,61.8,56.0,0.43019943019943024
595,0.41,Ideal,F,VVS1,61.3,54.0,0.1168091168091168
596,1.52,Ideal,F,VS2,62.3,55.0,0.4330484330484331
597,0.31,Good,G,IF,63.9,58.0,0.08831908831908833
598,0.44,Premium,H,VVS1,60.1,58.0,0.12535612535612536
599,0.9,Premium,I,SI1,61.8,58.0,0.25641025641025644
600,0.71,Very Good,G,SI1,62.7,58.0,0.2022792022792023
601,1.04,Ideal,G,VVS1,62.2,55.0,0.29629629629629634
602,0.7,Good,H,VS2,59.1,65.0,0.19943019943019943
603,1.15,Ideal,F,VVS2,62.1,55.0,0.32763532763532766
604,0.26,Ideal,E,VS1,61.8,55.0,0.07407407407407408
605,0.53,Good,E,SI2,63.4,56.0,0.15099715099715103
606,0.4,Ideal,H,VVS2,62.1,57.0,0.11396011396011398
607,1.04,Premium,H,VS2,61.2,59.0,0.29629629629629634
608,0.54,Ideal,F,VVS2,61.2,55.0,0.15384615384615385
609,0.3,Very Good,D,VS2,62.5,59.0,0.08547008547008547
610,0.63,Ideal,G,SI1,62.0,55.0,0.1794871794871795
611,0.37,Ideal,D,VS2,61.1,56.0,0.10541310541310542
612,0.9,Very Good,I,VS2,59.3,59.0,0.25641025641025644
613,0.71,Ideal,F,VS2,61.2,56.0,0.2022792022792023
614,0.31,Ideal,D,VVS2,62.4,56.0,0.08831908831908833
615,0.31,Good,G,SI1,63.2,54.0,0.08831908831908833
616,0.32,Ideal,E,VS2,62.1,55.0,0.09116809116809117
617,0.8,Very Good,G,VS1,59.5,63.0,0.22792022792022795
618,1.48,Good,G,IF,59.8,61.0,0.42165242165242167
619,1.29,Ideal,F,VS1,62.3,54.0,0.36752136752136755
620,0.41,Ideal,G,VS2,62.2,57.0,0.1168091168091168
621,0.29,Good,E,VVS2,63.2,60.0,0.08262108262108261
622,0.41,Very Good,G,VS2,59.9,59.0,0.1168091168091168
623,0.5,Very Good,D,VVS2,63.3,55.0,0.14245014245014245
624,1.04,Ideal,F,SI2,62.0,54.0,0.29629629629629634
625,1.52,Premium,E,VS1,59.9,60.0,0.4330484330484331
626,0.5,Good,E,SI2,63.7,55.0,0.14245014245014245
627,0.3,Premium,E,VS2,62.6,58.0,0.08547008547008547
628,0.58,Ideal,I,VVS1,63.0,57.0,0.16524216524216523
629,1.04,Very Good,J,SI2,62.8,57.0,0.29629629629629634
630,1.0,Good,H,I1,57.6,61.0,0.2849002849002849
631,1.24,Ideal,G,VVS2,61.4,58.0,0.3532763532763533
632,0.4,Ideal,G,IF,61.7,57.0,0.11396011396011398
633,0.36,Ideal,F,IF,61.4,56.0,0.10256410256410256
634,0.9,Very Good,G,SI1,61.6,59.0,0.25641025641025644
635,1.51,Good,J,VS2,59.5,61.0,0.43019943019943024
636,1.07,Very Good,G,SI2,58.5,61.0,0.30484330484330485
637,0.39,Ideal,F,VVS2,61.3,56.0,0.11111111111111112
638,2.02,Premium,I,SI2,58.0,58.0,0.5754985754985755
639,1.02,Very Good,D,SI2,60.3,58.0,0.2905982905982906
640,1.22,Premium,H,VS1,63.0,59.0,0.3475783475783476
641,0.31,Very Good,F,SI1,62.9,57.0,0.08831908831908833
642,0.35,Ideal,E,VS1,61.6,57.0,0.09971509971509972
643,1.01,Very Good,H,SI1,59.8,61.0,0.28774928774928776
644,0.46,Ideal,J,VVS1,62.5,56.0,0.13105413105413108
645,0.3,Ideal,E,VVS2,61.9,57.0,0.08547008547008547
646,0.52,Ideal,G,VVS2,61.7,55.0,0.14814814814814817
647,0.51,Very Good,D,VS2,60.1,59.0,0.1452991452991453
648,1.14,Ideal,I,SI1,61.8,57.0,0.3247863247863248
649,0.6,Ideal,H,VS1,61.6,56.0,0.17094017094017094
650,1.01,Good,I,SI2,61.8,62.0,0.28774928774928776
651,2.05,Ideal,J,VS1,61.8,58.0,0.584045584045584
652,0.55,Ideal,J,VS1,62.3,56.0,0.1566951566951567
653,0.7,Good,J,VVS2,63.2,55.0,0.19943019943019943
654,0.41,Premium,G,VS2,62.6,59.0,0.1168091168091168
655,2.03,Premium,E,SI2,61.5,59.0,0.5783475783475783
656,0.77,Ideal,F,SI2,61.7,56.0,0.21937321937321938
657,0.55,Ideal,G,SI2,61.6,56.0,0.1566951566951567
658,0.31,Ideal,D,VS2,59.4,57.0,0.08831908831908833
659,0.41,Premium,G,VS2,60.8,59.0,0.1168091168091168
660,0.74,Very Good,G,VS1,60.9,59.0,0.21082621082621084
661,0.32,Ideal,D,VVS1,61.8,56.0,0.09116809116809117
662,0.93,Premium,E,SI1,62.8,56.0,0.26495726495726496
663,0.27,Very Good,E,VVS2,58.6,61.0,0.07692307692307693
664,0.31,Ideal,I,SI2,61.0,56.0,0.08831908831908833
665,0.38,Ideal,H,VVS2,61.4,57.0,0.10826210826210828
666,1.24,Ideal,H,SI2,59.5,61.0,0.3532763532763533
667,0.71,Ideal,G,VVS1,61.2,56.0,0.2022792022792023
668,1.7,Ideal,F,VS2,62.3,56.0,0.48433048433048437
669,1.5,Ideal,F,VS2,60.2,55.0,0.4273504273504274
670,0.72,Ideal,J,SI1,61.9,54.0,0.20512820512820512
671,2.12,Ideal,I,SI1,62.2,57.0,0.6039886039886041
672,0.51,Premium,G,SI1,62.0,59.0,0.1452991452991453
673,1.02,Premium,D,I1,61.4,60.0,0.2905982905982906
674,0.38,Ideal,F,VVS2,62.1,54.6,0.10826210826210828
675,1.04,Very Good,F,VS2,59.6,62.0,0.29629629629629634
676,0.9,Fair,D,SI1,64.0,63.0,0.25641025641025644
677,0.57,Very Good,G,VS2,63.0,58.0,0.1623931623931624
678,0.6,Ideal,I,SI2,62.2,54.0,0.17094017094017094
679,0.56,Ideal,G,SI2,61.0,57.0,0.15954415954415957
680,0.31,Very Good,H,VS1,63.1,58.0,0.08831908831908833
681,1.51,Premium,I,SI1,61.8,60.0,0.43019943019943024
682,0.55,Very Good,E,VS1,61.6,55.0,0.1566951566951567
683,0.51,Premium,G,SI1,62.0,56.0,0.1452991452991453
684,1.08,Ideal,J,SI2,61.8,57.0,0.3076923076923077
685,0.4,Fair,H,VS2,65.1,59.0,0.11396011396011398
686,0.51,Ideal,E,SI1,62.3,56.0,0.1452991452991453
687,0.7,Good,G,VS1,65.1,58.0,0.19943019943019943
688,0.43,Ideal,G,SI2,62.3,53.0,0.1225071225071225
689,2.01,Premium,F,SI2,59.5,59.0,0.5726495726495726
690,0.98,Fair,G,SI2,66.6,56.0,0.2792022792022792
691,0.34,Ideal,I,IF,61.9,55.0,0.09686609686609687
692,0.42,Ideal,G,VS1,61.4,56.0,0.11965811965811966
693,1.02,Ideal,G,VVS2,62.7,57.0,0.2905982905982906
694,1.31,Premium,H,SI2,60.0,57.0,0.37321937321937326
695,2.08,Good,I,SI2,63.8,58.0,0.5925925925925927
696,0.33,Premium,G,VS2,60.0,58.0,0.09401709401709403
697,0.71,Ideal,G,VS1,60.9,56.6,0.2022792022792023
698,0.28,Very Good,G,VVS2,62.3,56.0,0.07977207977207978
699,0.4,Ideal,E,VS1,62.1,55.0,0.11396011396011398
700,0.32,Premium,G,IF,59.4,60.0,0.09116809116809117
701,0.8,Premium,D,SI2,61.1,58.0,0.22792022792022795
702,0.41,Premium,H,SI1,62.0,59.0,0.1168091168091168
703,0.71,Very Good,F,SI1,61.1,58.0,0.2022792022792023
704,1.01,Premium,F,SI2,59.6,59.0,0.28774928774928776
705,0.35,Ideal,H,VVS1,62.3,55.0,0.09971509971509972
706,0.3,Ideal,I,SI1,61.7,57.0,0.08547008547008547
707,1.1,Premium,G,SI1,59.6,60.0,0.3133903133903134
708,0.43,Very Good,G,VS2,61.0,56.0,0.1225071225071225
709,0.39,Good,F,SI1,63.3,54.0,0.11111111111111112
710,1.01,Premium,E,VS2,59.2,59.0,0.28774928774928776
711,1.25,Premium,J,SI1,61.8,55.0,0.3561253561253562
712,0.31,Premium,E,VS2,60.5,60.0,0.08831908831908833
713,0.3,Ideal,E,VVS1,62.0,58.0,0.08547008547008547
714,0.32,Ideal,G,SI2,62.5,55.0,0.09116809116809117
715,0.3,Premium,H,VVS1,61.8,58.0,0.08547008547008547
716,0.45,Ideal,G,VVS1,61.5,57.0,0.12820512820512822
717,1.23,Premium,I,VS2,61.7,58.0,0.35042735042735046
718,2.06,Premium,I,SI1,60.9,61.0,0.586894586894587
719,1.42,Ideal,I,VS2,62.9,57.0,0.4045584045584046
720,1.28,Ideal,F,VVS2,62.2,56.0,0.3646723646723647
721,0.93,Premium,F,SI1,62.3,58.0,0.26495726495726496
722,0.3,Premium,D,SI2,60.2,60.0,0.08547008547008547
723,0.7,Premium,G,SI1,60.3,61.0,0.19943019943019943
724,0.81,Very Good,E,SI2,62.9,56.0,0.2307692307692308
725,1.2,Very Good,I,SI2,60.3,57.0,0.3418803418803419
726,0.4,Ideal,F,VS1,61.8,54.0,0.11396011396011398
727,0.31,Ideal,H,VS1,62.0,54.0,0.08831908831908833
728,0.59,Premium,F,SI1,61.7,60.0,0.16809116809116809
729,1.31,Ideal,G,VS1,62.0,58.0,0.37321937321937326
730,1.67,Ideal,H,VS2,62.6,56.0,0.4757834757834758
731,0.58,Ideal,E,VS2,61.1,57.0,0.16524216524216523
732,0.3,Ideal,D,VS2,59.5,56.0,0.08547008547008547
733,1.01,Ideal,I,SI1,61.2,56.0,0.28774928774928776
734,1.03,Ideal,D,SI2,60.5,58.0,0.2934472934472935
735,1.51,Very Good,H,VS2,63.2,57.0,0.43019943019943024
736,1.0,Very Good,F,VS1,62.6,57.0,0.2849002849002849
737,0.51,Ideal,D,VS1,61.9,57.0,0.1452991452991453
738,0.34,Premium,D,SI1,62.0,58.0,0.09686609686609687
739,0.91,Premium,D,VS2,62.0,60.0,0.2592592592592593
740,0.8,Premium,E,SI2,59.9,58.0,0.22792022792022795
741,1.02,Ideal,D,SI1,62.2,56.0,0.2905982905982906
742,1.01,Ideal,H,SI1,61.2,56.0,0.28774928774928776
743,0.32,Very Good,I,IF,61.9,59.0,0.09116809116809117
744,1.51,Very Good,E,SI1,63.1,56.0,0.43019943019943024
745,2.01,Ideal,H,VS2,63.0,55.0,0.5726495726495726
746,0.46,Very Good,D,SI2,62.0,60.0,0.13105413105413108
747,0.3,Ideal,D,VVS1,62.2,57.0,0.08547008547008547
748,0.56,Ideal,G,VS2,62.0,56.0,0.15954415954415957
749,0.33,Ideal,H,VVS2,62.2,56.0,0.09401709401709403
750,0.5,Ideal,H,SI1,62.2,53.0,0.14245014245014245
751,0.57,Premium,E,VS2,61.4,58.0,0.1623931623931624
752,1.29,Very Good,J,SI1,61.2,58.0,0.36752136752136755
753,0.92,Premium,F,SI2,62.1,60.0,0.26210826210826216
754,0.31,Premium,H,VVS2,61.2,59.0,0.08831908831908833
755,0.8,Good,G,VS2,64.2,58.0,0.22792022792022795
756,1.51,Premium,I,VS2,62.3,60.0,0.43019943019943024
757,0.56,Premium,G,VS1,59.9,60.0,0.15954415954415957
758,0.57,Ideal,F,VVS2,61.5,57.0,0.1623931623931624
759,1.23,Very Good,E,VVS1,61.2,59.0,0.35042735042735046
760,1.55,Ideal,H,SI2,62.0,58.0,0.4415954415954416
761,0.46,Ideal,G,VVS2,62.4,54.4,0.13105413105413108
762,0.52,Ideal,G,SI1,61.4,56.0,0.14814814814814817
763,0.56,Premium,E,VS2,61.0,62.0,0.15954415954415957
764,0.91,Very Good,G,VS1,63.1,61.0,0.2592592592592593
765,0.54,Premium,D,VS2,61.7,55.0,0.15384615384615385
766,1.25,Premium,I,SI1,62.5,59.0,0.3561253561253562
767,1.01,Ideal,J,VS1,61.2,57.0,0.28774928774928776
768,0.3,Ideal,F,IF,59.4,60.0,0.08547008547008547
769,0.42,Good,D,SI2,60.7,61.0,0.11965811965811966
770,1.0,Ideal,H,VS2,62.4,57.0,0.2849002849002849
771,0.3,Premium,H,VS2,62.7,59.0,0.08547008547008547
772,0.38,Very Good,F,VS1,60.4,60.0,0.10826210826210828
773,0.26,Very Good,G,VVS2,62.3,56.0,0.07407407407407408
774,1.01,Good,G,SI2,62.4,60.0,0.28774928774928776
775,0.97,Very Good,G,SI1,60.2,61.0,0.2763532763532764
776,0.3,Ideal,D,VVS1,61.1,57.0,0.08547008547008547
777,0.32,Ideal,E,IF,61.2,57.0,0.09116809116809117
778,1.2,Good,E,SI1,64.0,61.0,0.3418803418803419
779,1.37,Very Good,I,SI2,63.0,57.0,0.39031339031339035
780,1.23,Ideal,H,SI1,62.4,54.0,0.35042735042735046
781,1.0,Premium,D,SI1,61.5,60.0,0.2849002849002849
782,0.27,Very Good,F,VVS2,61.9,58.0,0.07692307692307693
783,1.1,Good,G,SI2,60.5,61.0,0.3133903133903134
784,0.35,Very Good,G,VS1,62.9,58.0,0.09971509971509972
785,0.52,Ideal,F,VS1,61.3,56.0,0.14814814814814817
786,0.31,Ideal,G,VS2,61.6,54.0,0.08831908831908833
787,0.9,Premium,D,VS2,63.0,62.0,0.25641025641025644
788,0.54,Ideal,E,VS2,61.9,55.0,0.15384615384615385
789,0.3,Very Good,H,VVS2,62.0,56.0,0.08547008547008547
790,1.07,Premium,G,SI2,62.0,59.0,0.30484330484330485
791,0.35,Ideal,F,VVS2,61.3,55.0,0.09971509971509972
792,1.01,Premium,G,SI1,63.0,60.0,0.28774928774928776
793,0.32,Ideal,G,SI2,63.0,56.0,0.09116809116809117
794,0.53,Ideal,F,SI1,62.6,55.0,0.15099715099715103
795,1.01,Premium,E,SI1,59.9,59.0,0.28774928774928776
796,0.81,Ideal,H,SI1,61.9,56.0,0.2307692307692308
797,1.0,Very Good,F,VS2,62.9,55.0,0.2849002849002849
798,2.01,Ideal,I,SI2,61.5,56.0,0.5726495726495726
799,0.31,Very Good,H,VS2,63.2,57.0,0.08831908831908833
800,0.35,Ideal,I,VS1,60.9,57.0,0.09971509971509972
801,0.58,Very Good,G,SI1,61.9,56.0,0.16524216524216523
802,0.34,Ideal,G,VS2,61.5,55.0,0.09686609686609687
803,2.01,Premium,J,VS2,60.4,59.0,0.5726495726495726
804,0.37,Ideal,I,VVS1,60.6,57.0,0.10541310541310542
805,0.61,Ideal,I,VS2,62.0,54.0,0.1737891737891738
806,0.61,Very Good,I,VVS2,62.0,54.4,0.1737891737891738
807,0.5,Ideal,G,VVS1,61.9,58.0,0.14245014245014245
808,0.29,Very Good,E,VS1,59.2,58.0,0.08262108262108261
809,0.3,Premium,I,VS1,61.6,60.0,0.08547008547008547
810,0.3,Ideal,E,VS2,61.8,56.0,0.08547008547008547
811,1.05,Very Good,G,SI2,61.6,60.0,0.2991452991452992
812,0.36,Ideal,H,VS2,61.0,56.0,0.10256410256410256
813,0.53,Ideal,F,VS1,62.0,55.0,0.15099715099715103
814,0.33,Ideal,G,VVS1,62.3,55.0,0.09401709401709403
815,1.19,Ideal,H,SI1,62.3,55.0,0.33903133903133903
816,0.9,Premium,F,VS1,59.0,58.0,0.25641025641025644
817,1.25,Ideal,H,SI2,61.6,54.0,0.3561253561253562
818,0.7,Premium,G,SI2,60.0,60.0,0.19943019943019943
819,0.32,Premium,I,VVS2,61.9,59.0,0.09116809116809117
820,1.02,Good,E,SI1,63.7,62.0,0.2905982905982906
821,0.56,Ideal,E,SI1,62.8,58.0,0.15954415954415957
822,1.03,Very Good,G,SI2,63.9,59.0,0.2934472934472935
823,1.0,Fair,H,SI1,67.6,59.0,0.2849002849002849
824,0.3,Very Good,E,VS2,62.9,58.0,0.08547008547008547
825,0.52,Very Good,E,SI1,62.8,56.0,0.14814814814814817
826,0.3,Ideal,H,VVS2,61.5,56.0,0.08547008547008547
827,0.52,Premium,D,SI1,62.7,58.0,0.14814814814814817
828,1.1,Very Good,H,SI1,61.6,56.0,0.3133903133903134
