,carat,cut,color,clarity,depth,table,price,volume
383,0.41,Ideal,I,VS1,61.9,55.0,878,0.1168091168091168
384,0.7,Premium,I,SI1,61.8,62.0,1914,0.19943019943019946
385,0.5,Premium,E,SI2,60.1,60.0,1262,0.14245014245014245
386,1.01,Ideal,F,SI1,62.3,58.0,5646,0.28774928774928776
387,0.42,Very Good,G,SI1,63.2,57.0,945,0.11965811965811965
388,1.7,Ideal,J,VS2,62.5,57.0,9414,0.4843304843304844
389,0.52,Good,G,SI1,63.3,57.0,1244,0.14814814814814814
390,0.4,Good,E,VVS2,58.5,60.0,1059,0.11396011396011398
391,1.21,Ideal,H,SI2,62.6,56.0,5624,0.34472934472934474
392,0.9,Very Good,H,SI2,62.3,61.0,3481,0.25641025641025644
393,0.65,Premium,D,VVS2,59.9,58.0,3003,0.1851851851851852
394,1.01,Good,J,SI1,58.8,57.0,3853,0.28774928774928776
395,0.92,Ideal,J,VS1,62.4,56.0,3332,0.26210826210826216
396,0.33,Ideal,G,IF,61.7,55.0,1052,0.09401709401709404
397,0.51,Ideal,F,SI1,61.1,55.0,1593,0.1452991452991453
398,1.04,Premium,G,IF,61.3,58.0,9039,0.29629629629629634
399,1.07,Very Good,G,SI2,64.6,60.0,4340,0.30484330484330485
400,1.22,Ideal,G,VS2,62.0,55.0,8067,0.3475783475783476
401,0.71,Very Good,I,VVS1,63.5,57.0,2456,0.2022792022792023
402,0.78,Ideal,D,SI2,61.4,57.0,3454,0.22222222222222224
403,0.9,Ideal,H,VS2,61.9,55.0,4133,0.25641025641025644
404,0.31,Ideal,D,VS2,61.5,56.0,734,0.08831908831908833
405,0.92,Good,E,SI2,62.0,64.0,3153,0.26210826210826216
406,0.43,Ideal,I,VS1,61.8,55.0,1218,0.1225071225071225
407,0.3,Ideal,G,VS2,61.2,55.0,545,0.08547008547008547
408,0.7,Ideal,E,VS2,62.5,55.0,2693,0.19943019943019946
409,0.32,Premium,E,VVS2,61.5,58.0,842,0.09116809116809116
410,0.46,Ideal,G,IF,62.1,56.0,1733,0.13105413105413108
411,0.3,Ideal,G,VVS2,61.8,57.0,665,0.08547008547008547
412,0.38,Ideal,H,VVS2,62.2,54.6,832,0.10826210826210828
413,2.04,Premium,H,SI1,62.5,61.0,18115,0.5811965811965812
414,0.47,Premium,H,VS1,60.3,61.0,1244,0.1339031339031339
415,0.53,Ideal,D,VS2,61.7,55.0,1857,0.15099715099715105
416,0.6,Very Good,D,VVS2,60.6,57.0,2897,0.17094017094017094
417,0.71,Ideal,E,VS2,61.0,55.0,2863,0.2022792022792023
418,0.45,Ideal,G,SI2,61.9,54.0,709,0.12820512820512822
419,1.04,Premium,I,SI1,61.8,60.0,4368,0.29629629629629634
420,1.02,Premium,G,SI2,62.5,59.0,4370,0.2905982905982906
421,0.75,Good,E,SI2,63.8,55.0,2453,0.2136752136752137
422,0.41,Premium,E,VS1,60.6,59.0,1153,0.1168091168091168
423,0.4,Ideal,E,VVS1,62.4,57.0,1333,0.11396011396011398
424,0.7,Fair,E,SI2,70.6,56.0,1828,0.19943019943019946
425,1.08,Very Good,G,VS2,60.6,58.0,6777,0.3076923076923077
426,1.23,Ideal,G,VVS2,62.7,56.0,10317,0.3504273504273505
427,0.55,Ideal,E,SI2,62.0,56.0,1273,0.1566951566951567
428,0.31,Very Good,F,VS2,62.9,56.0,625,0.08831908831908833
429,1.02,Very Good,G,VS1,62.6,58.0,6301,0.2905982905982906
430,0.64,Good,J,SI2,64.7,54.0,1141,0.18233618233618235
431,0.3,Premium,D,SI1,59.7,59.0,552,0.08547008547008547
432,0.41,Premium,D,SI2,62.3,58.0,876,0.1168091168091168
433,0.76,Ideal,F,SI2,60.3,60.0,2624,0.21652421652421652
434,0.44,Premium,G,VVS1,60.9,59.0,1235,0.12535612535612534
435,0.64,Very Good,D,SI1,62.2,55.0,1967,0.18233618233618235
436,0.3,Ideal,E,VVS2,62.2,54.4,779,0.08547008547008547
437,0.38,Ideal,E,VS1,61.4,56.0,920,0.10826210826210828
438,0.38,Ideal,H,IF,60.0,60.0,1064,0.10826210826210828
439,0.4,Ideal,E,VVS1,62.8,57.0,1397,0.11396011396011398
440,0.32,Ideal,G,VVS2,61.6,55.0,936,0.09116809116809116
441,1.51,Ideal,D,SI1,59.5,57.0,12738,0.43019943019943024
442,2.04,Ideal,H,SI2,62.0,56.0,16319,0.5811965811965812
443,1.2,Ideal,J,VS1,61.8,55.0,5040,0.3418803418803419
444,0.39,Very Good,G,IF,63.5,56.0,1271,0.11111111111111112
445,1.09,Ideal,J,SI1,61.4,55.0,4565,0.31054131054131057
446,1.01,Ideal,I,SI1,60.6,57.0,3999,0.28774928774928776
447,1.2,Ideal,G,VS2,62.8,54.0,8414,0.3418803418803419
448,1.01,Good,F,VS1,59.0,62.0,6794,0.28774928774928776
449,0.54,Ideal,H,SI1,62.2,56.0,1240,0.15384615384615385
450,1.51,Premium,H,SI1,60.6,59.0,10519,0.43019943019943024
451,0.31,Ideal,F,IF,62.0,55.0,914,0.08831908831908833
452,0.51,Ideal,E,VS1,62.0,57.0,1841,0.1452991452991453
453,0.3,Very Good,E,VVS2,59.7,57.0,622,0.08547008547008547
454,2.05,Premium,H,SI2,62.5,58.0,16431,0.5840455840455839
455,1.03,Very Good,G,SI1,59.4,60.0,5353,0.2934472934472935
456,0.72,Ideal,F,SI2,62.0,55.0,2224,0.20512820512820512
457,1.01,Premium,F,VS2,59.9,61.0,6097,0.28774928774928776
458,0.41,Ideal,E,VS2,61.8,57.0,999,0.1168091168091168
459,1.31,Premium,J,SI1,59.4,60.0,5446,0.3732193732193733
460,1.0,Premium,D,SI2,60.8,60.0,4295,0.2849002849002849
461,0.32,Very Good,I,VVS1,60.1,61.0,589,0.09116809116809116
462,0.31,Ideal,G,VVS1,61.8,54.0,789,0.08831908831908833
463,1.14,Ideal,E,VVS2,62.3,55.0,10512,0.3247863247863248
464,0.39,Very Good,H,VVS1,61.5,56.0,926,0.11111111111111112
465,0.7,Very Good,D,VS2,61.2,60.0,3131,0.19943019943019946
466,0.31,Premium,D,IF,60.2,59.0,1167,0.08831908831908833
467,1.0,Good,G,VS2,62.7,58.0,5068,0.2849002849002849
468,1.17,Ideal,D,SI2,62.7,57.0,5842,0.3333333333333333
469,0.31,Ideal,J,VS2,62.2,55.0,396,0.08831908831908833
470,0.5,Very Good,H,SI1,63.1,55.0,984,0.14245014245014245
471,0.52,Premium,E,VS2,60.7,58.0,1815,0.14814814814814814
472,0.3,Premium,G,VVS2,62.6,58.0,684,0.08547008547008547
473,0.3,Good,G,VS1,63.6,57.0,605,0.08547008547008547
474,1.01,Very Good,G,SI1,63.2,59.0,5113,0.28774928774928776
475,0.33,Ideal,I,IF,62.1,55.0,694,0.09401709401709404
476,0.7,Very Good,I,SI1,62.2,58.0,2136,0.19943019943019946
477,0.33,Premium,I,VS2,61.0,61.0,594,0.09401709401709404
478,1.2,Premium,E,SI1,60.3,57.0,7362,0.3418803418803419
479,0.52,Good,F,SI1,63.6,62.0,1357,0.14814814814814814
480,0.29,Very Good,F,VVS2,63.1,57.0,664,0.08262108262108261
481,0.84,Very Good,D,SI1,59.9,54.0,4205,0.2393162393162393
482,0.38,Very Good,F,SI1,61.5,54.0,660,0.10826210826210828
483,1.06,Very Good,F,SI1,59.6,60.0,5491,0.30199430199430205
484,0.36,Ideal,I,VS1,62.1,56.0,568,0.10256410256410256
485,1.12,Premium,H,SI2,62.0,57.0,4641,0.31908831908831914
486,1.01,Good,E,VS1,63.6,57.0,7665,0.28774928774928776
487,1.5,Ideal,G,SI2,61.4,56.0,8580,0.4273504273504274
488,0.81,Good,E,I1,64.1,59.0,2608,0.2307692307692308
489,0.7,Premium,E,SI1,61.3,58.0,2777,0.19943019943019946
490,0.44,Ideal,H,SI1,61.9,57.0,733,0.12535612535612534
491,1.2,Premium,G,VS1,62.8,58.0,8602,0.3418803418803419
492,0.41,Ideal,H,VS2,61.5,55.0,743,0.1168091168091168
493,0.32,Good,D,SI1,63.8,55.0,706,0.09116809116809116
494,0.7,Very Good,I,SI1,62.7,56.0,1918,0.19943019943019946
495,1.26,Ideal,J,VS1,62.2,58.0,6332,0.35897435897435903
496,0.83,Premium,F,VS2,60.2,60.0,3557,0.2364672364672365
497,0.4,Ideal,E,VVS1,62.6,56.0,1333,0.11396011396011398
498,1.23,Ideal,H,VS2,62.2,55.0,7130,0.3504273504273505
499,1.5,Very Good,G,SI2,63.1,57.0,9384,0.4273504273504274
500,1.01,Very Good,E,SI1,61.9,56.0,5759,0.28774928774928776
501,2.75,Ideal,D,I1,60.9,57.0,13156,0.7834757834757835
502,0.42,Premium,G,VS2,60.6,58.0,847,0.11965811965811965
503,0.51,Ideal,G,VVS1,61.4,56.0,1963,0.1452991452991453
504,1.55,Ideal,J,SI1,61.7,54.0,7987,0.4415954415954416
505,0.4,Very Good,H,SI1,62.6,58.0,666,0.11396011396011398
506,0.73,Ideal,D,SI1,61.8,56.0,3189,0.207977207977208
507,0.31,Very Good,H,VS2,63.1,57.0,628,0.08831908831908833
508,0.36,Premium,G,IF,62.5,60.0,1148,0.10256410256410256
509,1.51,Very Good,D,VS2,62.3,59.0,14112,0.43019943019943024
510,0.22,Premium,F,SI1,60.4,61.0,342,0.06267806267806267
511,1.03,Ideal,I,VS1,60.9,56.0,5206,0.2934472934472935
512,0.78,Premium,F,SI2,62.8,56.0,2200,0.22222222222222224
513,0.8,Very Good,H,VS2,63.4,60.0,2797,0.22792022792022795
514,2.22,Fair,H,I1,70.1,55.0,6564,0.6324786324786326
515,0.7,Ideal,F,VS1,61.0,58.0,3162,0.19943019943019946
516,0.54,Ideal,F,VVS2,62.0,55.0,2454,0.15384615384615385
517,0.5,Very Good,E,SI1,63.3,59.0,1415,0.14245014245014245
518,0.93,Good,G,SI1,58.8,61.0,4405,0.26495726495726496
519,0.52,Ideal,E,VS2,61.3,55.0,1712,0.14814814814814814
520,0.56,Ideal,G,SI1,62.3,53.0,1591,0.15954415954415954
521,0.72,Ideal,H,VVS1,60.8,58.0,3180,0.20512820512820512
522,0.73,Ideal,D,VS2,61.6,56.0,3464,0.207977207977208
523,1.15,Premium,G,SI1,62.6,58.0,5851,0.3276353276353277
524,0.3,Premium,G,SI1,60.1,62.0,574,0.08547008547008547
525,0.66,Good,G,VS1,59.0,62.0,2055,0.1880341880341881
526,0.35,Very Good,H,VVS1,62.6,57.0,798,0.09971509971509973
527,1.2,Very Good,H,I1,58.6,57.0,3696,0.3418803418803419
528,0.35,Ideal,F,VS1,62.8,54.0,754,0.09971509971509973
529,0.41,Ideal,E,VS1,61.7,57.0,1153,0.1168091168091168
530,0.97,Good,I,VS2,64.5,61.0,4355,0.2763532763532764
531,0.91,Ideal,F,SI2,62.0,56.0,4642,0.2592592592592593
532,0.57,Ideal,G,VS1,61.3,56.0,1851,0.1623931623931624
533,0.3,Ideal,G,VVS1,61.7,57.0,764,0.08547008547008547
534,0.32,Ideal,G,VS2,61.8,57.0,561,0.09116809116809116
535,0.9,Very Good,F,SI1,61.4,58.0,4379,0.25641025641025644
536,0.41,Good,D,SI1,63.8,56.0,947,0.1168091168091168
537,1.27,Premium,I,VS1,62.2,59.0,6532,0.3618233618233618
538,0.92,Very Good,F,SI2,62.9,58.0,3763,0.26210826210826216
539,0.71,Ideal,E,VS2,61.8,57.0,3301,0.2022792022792023
540,1.09,Premium,H,VS2,62.3,57.0,5993,0.31054131054131057
541,0.55,Very Good,E,VS2,61.6,60.0,1719,0.1566951566951567
542,0.31,Ideal,G,VS1,62.1,55.0,625,0.08831908831908833
543,1.02,Ideal,F,SI2,61.8,57.0,4832,0.2905982905982906
544,0.41,Ideal,F,VS1,61.9,55.0,1007,0.1168091168091168
545,0.9,Ideal,F,I1,61.8,57.0,2611,0.25641025641025644
546,1.24,Ideal,F,VVS2,62.0,57.0,12059,0.3532763532763533
547,0.9,Premium,E,SI2,60.8,60.0,3662,0.25641025641025644
548,1.15,Good,F,SI2,63.8,57.0,4437,0.3276353276353277
549,1.74,Ideal,H,VS2,61.5,55.0,13761,0.4957264957264957
550,0.28,Very Good,F,VS2,62.7,58.0,487,0.07977207977207977
551,0.9,Very Good,H,SI2,62.9,57.0,3160,0.25641025641025644
552,1.57,Premium,G,SI1,59.5,58.0,10914,0.4472934472934473
553,0.25,Ideal,G,VS1,62.5,55.0,454,0.07122507122507123
554,1.29,Ideal,J,SI1,61.6,58.0,5607,0.3675213675213676
555,0.41,Premium,E,VVS1,61.2,62.0,1241,0.1168091168091168
556,0.35,Ideal,E,VS2,62.4,57.0,767,0.09971509971509973
557,0.85,Ideal,E,SI1,60.7,57.0,4181,0.24216524216524216
558,0.24,Ideal,H,VVS1,60.7,57.0,504,0.06837606837606837
559,1.15,Ideal,F,VVS2,62.1,55.0,8743,0.3276353276353277
560,0.9,Premium,G,VS2,61.7,57.0,4637,0.25641025641025644
561,1.24,Ideal,J,SI1,61.8,57.0,4875,0.3532763532763533
562,0.51,Very Good,H,VS1,62.3,57.0,1628,0.1452991452991453
563,1.21,Very Good,H,VS2,62.9,57.0,6189,0.34472934472934474
564,0.7,Good,G,SI1,64.0,55.0,2016,0.19943019943019946
565,0.9,Very Good,D,SI1,63.3,57.0,4304,0.25641025641025644
566,0.36,Premium,G,SI2,60.8,58.0,608,0.10256410256410256
567,1.02,Premium,H,I1,62.5,60.0,3199,0.2905982905982906
568,1.21,Ideal,H,VS2,62.9,57.0,6302,0.34472934472934474
569,1.69,Premium,I,I1,62.4,60.0,6436,0.4814814814814815
570,0.32,Ideal,G,VS2,61.6,57.0,561,0.09116809116809116
571,0.5,Ideal,G,SI1,62.2,56.0,1173,0.14245014245014245
572,0.7,Very Good,H,VS2,62.3,56.0,2276,0.19943019943019946
573,0.72,Very Good,E,SI1,57.9,58.0,2610,0.20512820512820512
574,0.75,Ideal,G,VS1,62.3,57.0,2973,0.2136752136752137
575,1.0,Premium,E,SI2,59.9,55.0,3612,0.2849002849002849
576,0.34,Ideal,E,VVS1,62.0,56.0,1084,0.09686609686609687
577,0.34,Ideal,I,VS1,62.0,56.0,555,0.09686609686609687
578,0.49,Good,F,VS1,58.5,61.5,1294,0.1396011396011396
579,2.24,Ideal,F,SI2,60.3,59.0,17989,0.6381766381766383
580,2.02,Very Good,I,SI2,63.3,59.0,11390,0.5754985754985755
581,0.5,Very Good,E,VS2,63.4,58.0,1583,0.14245014245014245
582,0.61,Ideal,E,VS2,59.7,57.0,2115,0.1737891737891738
583,0.59,Premium,F,SI1,62.4,59.0,1561,0.16809116809116809
584,1.01,Fair,E,VS2,64.8,59.0,4972,0.28774928774928776
585,0.7,Very Good,F,SI1,63.2,57.0,2423,0.19943019943019946
586,1.03,Premium,I,SI1,62.0,58.0,3749,0.2934472934472935
587,0.72,Ideal,D,SI2,62.7,55.0,2670,0.20512820512820512
588,0.34,Ideal,H,VS1,62.4,55.0,615,0.09686609686609687
589,0.32,Ideal,G,VS1,61.8,55.0,559,0.09116809116809116
590,0.62,Ideal,G,VVS2,61.6,56.0,2861,0.17663817663817666
591,1.51,Very Good,E,SI2,62.8,59.0,9058,0.43019943019943024
592,1.04,Very Good,F,SI2,60.0,61.0,4427,0.29629629629629634
593,1.25,Premium,I,SI1,59.7,59.0,5293,0.3561253561253562
594,0.3,Ideal,F,VVS1,62.4,57.0,790,0.08547008547008547
595,0.71,Very Good,G,VS2,63.5,57.0,2454,0.2022792022792023
596,0.3,Ideal,G,IF,62.1,55.0,956,0.08547008547008547
597,0.72,Very Good,G,VS1,60.1,63.0,3024,0.20512820512820512
598,0.35,Premium,E,VS2,60.4,60.0,767,0.09971509971509973
599,0.38,Premium,E,VS2,62.2,59.0,1112,0.10826210826210828
600,0.33,Ideal,D,VS2,62.5,56.0,781,0.09401709401709404
601,1.1,Premium,H,SI2,59.2,59.0,3388,0.3133903133903134
602,0.33,Very Good,E,SI1,63.1,56.0,693,0.09401709401709404
603,1.0,Very Good,G,VS2,63.5,59.0,5967,0.2849002849002849
604,0.3,Very Good,H,SI1,60.8,61.0,421,0.08547008547008547
605,1.01,Very Good,D,SI1,61.5,61.0,5542,0.28774928774928776
606,1.5,Very Good,H,SI2,62.3,60.0,7775,0.4273504273504274
607,0.39,Ideal,F,VVS2,61.6,55.0,988,0.11111111111111112
608,0.41,Ideal,D,VS2,61.5,57.0,1007,0.1168091168091168
609,0.3,Ideal,G,VS1,61.5,57.0,605,0.08547008547008547
610,1.2,Premium,H,SI1,61.8,58.0,5669,0.3418803418803419
611,0.41,Ideal,E,SI2,61.8,54.0,625,0.1168091168091168
612,0.38,Ideal,E,VS2,60.1,56.0,866,0.10826210826210828
613,0.51,Ideal,D,SI1,62.6,57.0,1619,0.1452991452991453
614,0.73,Very Good,F,SI2,61.7,60.0,2624,0.207977207977208
615,0.33,Ideal,F,VVS1,61.8,57.0,955,0.09401709401709404
616,1.52,Good,J,VS2,63.5,58.0,7370,0.4330484330484331
617,1.05,Very Good,E,VS2,63.5,57.0,6586,0.2991452991452992
618,2.0,Premium,I,VS1,60.8,59.0,18795,0.5698005698005698
619,1.13,Ideal,H,VVS2,59.7,59.0,7108,0.32193732193732194
620,0.53,Ideal,E,VS2,61.4,56.0,1813,0.15099715099715105
621,0.23,Good,F,VVS1,58.1,52.0,458,0.06552706552706554
622,0.3,Fair,F,SI1,64.6,56.0,599,0.08547008547008547
623,0.72,Very Good,E,SI1,62.5,58.0,2618,0.20512820512820512
624,1.0,Fair,E,SI2,65.1,59.0,3575,0.2849002849002849
625,1.01,Ideal,D,SI2,61.6,57.0,5051,0.28774928774928776
626,0.4,Premium,D,VS2,61.7,59.0,982,0.11396011396011398
627,1.21,Premium,G,SI2,60.3,58.0,5430,0.34472934472934474
628,1.51,Ideal,F,VS2,62.4,53.0,15688,0.43019943019943024
629,0.41,Premium,E,SI1,61.8,60.0,904,0.1168091168091168
630,0.9,Very Good,J,SI1,63.4,54.0,2834,0.25641025641025644
631,0.53,Premium,H,SI1,60.9,60.0,1193,0.15099715099715105
632,0.5,Ideal,G,VVS1,62.1,53.5,1865,0.14245014245014245
633,2.0,Very Good,E,SI1,60.5,59.0,18709,0.5698005698005698
634,0.35,Ideal,G,IF,60.7,57.0,959,0.09971509971509973
635,0.3,Ideal,H,VVS1,62.2,55.0,665,0.08547008547008547
636,1.19,Premium,H,VS1,62.4,59.0,7277,0.33903133903133903
637,0.7,Premium,E,SI2,62.8,59.0,2475,0.19943019943019946
638,0.32,Ideal,E,VS2,62.0,55.0,702,0.09116809116809116
639,1.32,Ideal,G,SI1,61.9,57.0,7414,0.3760683760683761
640,1.22,Ideal,E,SI2,62.7,57.0,6343,0.3475783475783476
641,0.32,Ideal,D,VS2,61.3,57.0,713,0.09116809116809116
642,1.87,Ideal,H,VS1,59.7,60.0,17761,0.5327635327635328
643,0.32,Premium,G,VS2,62.3,58.0,720,0.09116809116809116
644,1.01,Very Good,D,SI1,61.8,58.0,5812,0.28774928774928776
645,0.32,Ideal,J,VS2,62.2,57.0,504,0.09116809116809116
646,1.51,Premium,I,VS1,62.3,60.0,9467,0.43019943019943024
647,0.39,Premium,H,VS1,61.7,57.0,1009,0.11111111111111112
648,0.33,Ideal,E,VVS1,61.5,56.0,1052,0.09401709401709404
649,0.32,Premium,I,VVS2,60.7,59.0,561,0.09116809116809116
650,1.08,Ideal,J,SI1,62.1,55.0,4633,0.3076923076923077
651,1.01,Premium,E,VS2,59.3,59.0,5882,0.28774928774928776
652,0.57,Very Good,G,VS1,61.0,55.0,1817,0.1623931623931624
653,1.02,Ideal,F,VS1,62.0,57.0,8637,0.2905982905982906
654,1.01,Ideal,E,VVS2,61.4,56.0,10283,0.28774928774928776
655,1.01,Very Good,G,VS2,61.6,56.0,5839,0.28774928774928776
656,0.4,Premium,D,VS2,62.4,59.0,982,0.11396011396011398
657,1.1,Ideal,H,SI2,62.6,56.0,4620,0.3133903133903134
658,0.63,Very Good,G,VS1,59.9,57.0,2241,0.1794871794871795
659,0.76,Premium,I,VS1,59.3,62.0,2753,0.21652421652421652
660,1.01,Good,G,SI1,62.8,58.0,4641,0.28774928774928776
661,1.01,Premium,E,VS2,62.5,58.0,6606,0.28774928774928776
662,0.3,Ideal,E,VS2,61.2,55.0,844,0.08547008547008547
663,0.54,Ideal,G,VS1,60.7,57.0,2274,0.15384615384615385
664,0.55,Premium,E,VS2,62.3,60.0,2030,0.1566951566951567
665,2.3,Ideal,G,SI2,61.6,57.0,15433,0.6552706552706553
666,1.02,Premium,G,SI1,62.2,58.0,4435,0.2905982905982906
667,0.31,Ideal,I,VS2,62.1,53.7,447,0.08831908831908833
668,1.27,Very Good,J,SI1,60.9,59.0,5224,0.3618233618233618
669,0.3,Premium,G,SI1,61.6,59.0,574,0.08547008547008547
670,0.9,Very Good,H,VS2,63.0,57.0,4381,0.25641025641025644
671,0.41,Very Good,D,SI1,62.9,58.0,791,0.1168091168091168
672,0.3,Ideal,F,VS2,62.0,53.7,601,0.08547008547008547
673,1.52,Fair,I,SI2,64.7,58.0,6905,0.4330484330484331
674,0.74,Very Good,I,SI1,63.8,58.0,2352,0.21082621082621086
675,1.05,Ideal,H,SI1,62.5,56.0,5027,0.2991452991452992
676,0.37,Ideal,G,IF,62.1,54.0,1056,0.10541310541310543
677,0.3,Good,H,VVS1,63.3,55.0,684,0.08547008547008547
678,1.24,Ideal,F,VS2,62.0,57.0,9478,0.3532763532763533
679,0.34,Very Good,F,VVS2,59.6,60.0,724,0.09686609686609687
680,0.3,Ideal,G,IF,61.0,56.0,844,0.08547008547008547
681,1.02,Very Good,J,SI2,63.4,56.0,3599,0.2905982905982906
682,0.32,Ideal,D,VVS2,62.2,56.0,1014,0.09116809116809116
683,0.67,Premium,G,VS2,61.0,57.0,2050,0.19088319088319086
684,0.7,Very Good,E,SI1,59.1,62.0,2569,0.19943019943019946
685,0.53,Very Good,E,VS2,63.5,59.0,1678,0.15099715099715105
686,0.7,Very Good,E,VS1,63.4,62.0,2695,0.19943019943019946
687,1.05,Premium,G,VS1,61.6,58.0,7063,0.2991452991452992
688,0.9,Premium,H,VS2,60.4,59.0,4246,0.25641025641025644
689,1.02,Ideal,G,VS1,61.0,57.0,7324,0.2905982905982906
690,0.7,Premium,H,SI1,62.0,58.0,2155,0.19943019943019946
691,1.03,Ideal,G,SI1,60.1,59.0,5111,0.2934472934472935
692,0.39,Ideal,H,VVS2,61.9,54.0,911,0.11111111111111112
693,0.5,Ideal,G,VVS2,62.8,57.0,1858,0.14245014245014245
694,1.51,Ideal,G,SI2,61.2,56.1,9104,0.43019943019943024
695,1.27,Ideal,E,VS2,61.8,55.0,6543,0.3618233618233618
696,1.53,Ideal,G,SI1,60.1,57.0,10947,0.435897435897436
697,0.91,Very Good,J,VS2,61.6,58.0,3112,0.2592592592592593
698,0.35,Ideal,D,SI1,61.5,56.0,780,0.09971509971509973
699,1.04,Ideal,H,SI2,59.6,56.0,4077,0.29629629629629634
700,0.65,Ideal,E,IF,62.3,56.0,4184,0.1851851851851852
701,0.4,Ideal,D,VVS2,62.0,56.0,1323,0.11396011396011398
702,0.43,Very Good,G,VS1,60.9,57.0,943,0.1225071225071225
703,0.52,Ideal,E,VS2,61.5,56.0,1694,0.14814814814814814
704,1.09,Very Good,I,SI1,63.2,59.0,4639,0.31054131054131057
705,0.54,Ideal,G,VS1,61.6,56.0,1957,0.15384615384615385
706,0.9,Good,H,I1,57.4,63.0,1939,0.25641025641025644
707,1.73,Ideal,J,VS2,63.0,57.0,10076,0.4928774928774929
708,1.7,Very Good,H,VS2,63.3,58.0,12833,0.4843304843304844
709,1.05,Premium,F,SI1,60.3,60.0,5557,0.2991452991452992
710,0.34,Very Good,E,SI1,63.2,55.0,765,0.09686609686609687
711,0.3,Ideal,E,VS1,61.6,57.0,936,0.08547008547008547
712,0.8,Very Good,F,VS2,62.1,60.0,3471,0.22792022792022795
713,0.74,Ideal,F,SI2,60.6,57.0,2555,0.21082621082621086
714,0.37,Ideal,F,VS1,61.7,56.0,1041,0.10541310541310543
715,0.9,Very Good,I,VS2,62.3,64.0,3605,0.25641025641025644
716,0.7,Premium,F,SI1,61.6,55.0,2348,0.19943019943019946
717,0.52,Ideal,I,SI1,61.8,54.0,1094,0.14814814814814814
718,0.56,Ideal,H,SI1,61.8,55.0,1214,0.15954415954415954
719,0.33,Ideal,F,IF,61.2,56.0,1240,0.09401709401709404
720,0.55,Ideal,F,VS2,60.9,56.0,1709,0.1566951566951567
721,0.41,Ideal,E,IF,62.1,54.0,1419,0.1168091168091168
722,1.21,Premium,H,VS2,61.5,58.0,6710,0.34472934472934474
723,0.6,Premium,G,VVS2,59.7,60.0,2105,0.17094017094017094
724,0.82,Ideal,G,VS1,61.9,54.0,3880,0.2336182336182336
725,0.71,Very Good,E,SI2,61.9,63.0,2256,0.2022792022792023
726,0.7,Premium,F,VVS2,61.0,57.0,2932,0.19943019943019946
727,0.32,Ideal,E,VVS2,61.5,57.0,1080,0.09116809116809116
728,1.46,Ideal,G,VS2,62.3,56.0,10302,0.415954415954416
729,0.32,Ideal,F,SI1,60.6,57.0,604,0.09116809116809116
730,0.34,Ideal,F,VS2,61.0,57.0,686,0.09686609686609687
731,0.35,Premium,I,VS2,62.9,57.0,630,0.09971509971509973
732,0.79,Ideal,I,VS1,62.2,57.0,2958,0.2250712250712251
733,1.54,Premium,G,VS2,63.0,59.0,11815,0.4387464387464388
734,0.73,Very Good,G,VS1,60.7,55.0,3011,0.207977207977208
735,0.5,Premium,G,SI2,62.5,57.0,1000,0.14245014245014245
736,0.52,Very Good,H,SI1,62.6,55.0,1111,0.14814814814814814
737,0.4,Ideal,I,IF,62.8,54.0,1053,0.11396011396011398
738,0.52,Ideal,G,VS1,61.6,56.0,1722,0.14814814814814814
739,0.31,Ideal,H,VS1,62.4,55.0,698,0.08831908831908833
740,0.31,Ideal,E,SI1,61.5,55.0,660,0.08831908831908833
741,0.33,Ideal,I,VS2,62.4,56.0,463,0.09401709401709404
742,0.41,Ideal,F,SI1,61.6,57.0,904,0.1168091168091168
743,0.42,Ideal,G,VVS1,62.8,55.0,1245,0.11965811965811965
744,1.03,Good,E,SI2,63.8,62.0,4250,0.2934472934472935
745,0.4,Ideal,F,VVS2,62.4,56.0,1163,0.11396011396011398
746,0.9,Very Good,I,VS2,59.9,58.0,3709,0.25641025641025644
747,1.04,Ideal,H,VS2,62.2,57.0,6133,0.29629629629629634
748,1.23,Ideal,H,VS2,62.2,55.0,7260,0.3504273504273505
749,1.71,Premium,G,SI2,60.9,58.0,11351,0.4871794871794872
750,0.81,Very Good,H,SI1,59.1,57.0,2562,0.2307692307692308
751,0.71,Very Good,F,VS1,61.8,60.0,3017,0.2022792022792023
752,0.43,Premium,I,IF,61.2,58.0,1056,0.1225071225071225
753,0.26,Very Good,D,VVS2,62.8,60.0,554,0.07407407407407407
754,0.5,Good,G,SI2,63.8,57.0,1009,0.14245014245014245
755,0.71,Very Good,D,VS2,62.8,56.0,3045,0.2022792022792023
756,0.3,Ideal,G,SI2,60.6,56.0,405,0.08547008547008547
757,1.01,Very Good,I,SI1,60.3,57.0,3888,0.28774928774928776
758,1.57,Ideal,E,VS2,62.3,57.0,16570,0.4472934472934473
759,2.64,Ideal,H,SI2,62.3,55.0,17407,0.7521367521367522
760,0.31,Very Good,D,VS2,62.3,55.0,734,0.08831908831908833
761,1.3,Premium,G,VS2,62.2,58.0,8854,0.3703703703703704
762,1.02,Good,D,VS1,64.6,58.0,6797,0.2905982905982906
763,2.0,Ideal,F,SI2,62.9,56.0,17534,0.5698005698005698
764,0.3,Good,G,VVS2,63.6,57.0,878,0.08547008547008547
765,1.5,Premium,G,VS1,62.7,58.0,14234,0.4273504273504274
